n,title,author,rating,num_ratings,num_reviews,descrip,binding,edition,pages,published_on,genres
102401,"
      The Old Contemptibles
",Robin Neillands,"
  3.85
","

  150
  ratings
","

    15
    reviews
","'It is my Royal and Imperial Command that you concentrate your energies and the valour of my soldiers to exterminate the treacherous English and walk over General French's contemptible little army.'  So spoke Kaiser Wilhelm II of Imperial Germany in August 1914.  But as it turned out, walking over the 'Old Contemptibles', those implacable riflemen of the British Expeditionary Force, proved a tougher task than the Kaiser imagined - and beyond the capability of the German armies. At Mons, Le Cateau, the Marne, on the Aisne and at the Battle of First Ypres, they shot the Kaiser's legions to pieces. This is the dramatic story of how those men, regular soldiers from every walk of life, plunged into this new and terrible war, held their muddy trenches against impossible odds and gave the Empire time to muster its forces and ready itself for the long struggle ahead.  'The Old Contemptibles' brings those battles vividly to life in all their terror and glory. But Robin Neillands does more than explain the role of the BEF in the early months of the First World War. He also tells the story of why they were sent to France and of that wily officer, General Henry Wilson, whose years of secret intrigue with the French High Command first committed the British Army to this global war.  'Excellent' - Literary Review  'Informed and explicit, this is military history at its best' - Western Daily Press  'Brings to life the horrific experiences of the British Expeditionary Force' - Soldier  Robin Neillands is the author of several acclaimed works on the First World War including ‘The Great War Generals on the Western Front’, ‘Attrition: The Great War on the Western Front, 1916’ and ‘The Death of Glory’.  Endeavour Press is the UK's leading independent publisher of digital books. ",Paperback,,,"
            Published
        August 1st 2005
         by John Murray

            
              (first published August 2nd 2004)
            
","['History', 'Military', 'War', 'Nonfiction', 'War']"
102402,"
      The Old Contemptibles
",Michael Barthorp,"
  3.33
","

  6
  ratings
","

    1
    review
","Osprey's study of British forces from the time of the Second Boer War (1899-1902) up to World War I (1914-1918). On 19 August 1914 Kaiser Wilhelm II ordered General von Kluck, commanding the German First Army, to 'exterminate the treacherous English and walk over General French's contemptible little Army'. The 'Old Contemptibles' adopted the aspersion like a treasured regimental title, their subsequent successes earning them a more accurate evaluation as 'the best trained, best organised and best equipped British Army that ever went forth to war'. This book examines the history, organization and uniforms of the British Expeditionary Force of the early 20th century. The text is accompanied by numerous illustrations, including maps, photographs, and colour plates.",Paperback,,64 pages,"
            Published
        May 25th 1989
         by Osprey Publishing

      ","['Military', 'Nonfiction', 'History', 'War', 'War']"
102403,"
      Mr. Whitetail's Trailing the Hunter's Moon
",Larry Weishuhn,"
  5.00
","

  1
  rating
","

    0
    reviews
",,Hardcover,,160 pages,"
            Published
        November 28th 2003
         by Stoeger Publishing Company

            
              (first published November 2003)
            
",[]
102404,"
      Farewell, Leicester Square: The Old Contemptibles, 12 August 19 November 1914
",Kate Caffrey,"
  0.00
","

  0
  ratings
","

    0
    reviews
",,Hardcover,,288 pages,"
            Published
        August 1st 1980
         by Andre Deutsch Ltd

      ",[]
102405,"
      DIARY OF AN OLD CONTEMPTIBLE: From Mons to Baghdad 1914-1919; Private Edward Roe, East Lancashire Regiment
",Edward Roe,"
  3.83
","

  12
  ratings
","

    0
    reviews
","This is a most unusual chronicle of the events of one man during the Great War. A professional soldier at the outbreak, Edward Roe was one of the first to cross over to France in 1914 and as such fought in the early battles of the war and took part in the Retreat from Mons. He was there for the crossing of the Marne and Aisne, the dreadful fighting at Ploegsteert and for the extraordinary events during the first Christmas. Remarkably he witnessed the debacle at Gallipoli and was part of the rear-guard of the Army during the re-embarkation and evacuation of the Peninsula. Thereafter the scene shifts to Mesopotania and the Tigris Corps in the attempt to relieve General Townshend at Kut. Wounded he returned for the final campaign that captured Baghdad",Hardcover,,352 pages,"
            Published
        April 1st 2005
         by Pen and Sword

      ",[]
102406,"
      Black Cat, White Moon
",Nina Alexander,"
  5.00
","

  1
  rating
","

    0
    reviews
",,Board Book,,10 pages,"
            Published
        November 7th 2000
         by GT Publishing Corporation

            
              (first published September 1996)
            
",[]
102407,"
      Maybe It's the Moon: Lunar Tales
",Judy Magnuson Lilly,"
  0.00
","

  0
  ratings
","

    0
    reviews
","NEW BOOK FROM SOUTHWIND WRITERS  The Southwind Writers are back with their third book, Maybe It's the Moon. Sweet lunacy infects the characters in the seven new stories by the group. These tales by Rod Beemer, Judy Lilly, Victoria Page, Joyce Pearson, Therese Uri, Larry Uri, and Sherida Warner revel in those moments when people are moved to impulsive action by forces as uncanny as the pull of the moon. Caution melts away, impossible things happen, and the characters are left to muse, Maybe it's the moon.",Paperback,,226 pages,"
            Published
        June 1st 2000
         by Ha Penny Partners

      ",[]
102408,"
      Inconstant Moon
",Larry Niven,"
  4.04
","

  878
  ratings
","

    37
    reviews
",,Mass Market Paperback,,208 pages,"
            Published
        1981
         by Sphere Books

            
              (first published June 1971)
            
","['Science', 'Fiction', 'Short', 'Anthologies']"
102409,"
      The Wolf Man
",Larry Mike Garmon,"
  3.95
","

  40
  ratings
","

    1
    review
",,Paperback,,212 pages,"
            Published
        July 1st 2001
         by Scholastic

      ",['Horror']
102410,"
      The Mermaid and the Minotaur: Sexual Arrangements and Human Malaise
",Dorothy Dinnerstein,"
  3.89
","

  114
  ratings
","

    8
    reviews
","""A seminal text in the women's movement.""–Ethel S. Person, author of The Sexual Century ""Still the most important work of feminist psychoanalytic exploration, its re-release is a celebratory occasion.""–Eli Sagan, author of Freud, Women and Mortality ""[The Mermaid and the Minotaur] continues to astonish us with the depth and wisdom of its psychoanalytic approach even as its major ideas have become as unobtrusively essential to psychoanalytic feminism as the atmosphere.""–Jessica Benjamin, author of The Bonds of Love",Paperback,,332 pages,"
            Published
        June 17th 1999
         by Other Press

            
              (first published January 1st 1976)
            
","['Feminism', 'Nonfiction', 'Psychology', 'Philosophy', 'Philosophy', 'Gender', 'Womens', 'Sexuality', 'Gender', 'Psychology']"
102411,"
      Sexual Arrangements: Marriage And Affairs
",Martin Richards,"
  0.00
","

  0
  ratings
","

    0
    reviews
",,Hardcover,,352 pages,"
            Published
        February 24th 1992
         by William Heinemann Ltd

            
              (first published 1992)
            
",[]
